slug,variant_id,sku,price,price_type,license
897_asus_z380c-1l051a,1,29565391,2424,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_asus_z580ca-1a032a,1,28373128,358,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_asus_z580ca-1b024a,1,29565389,1739,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_hp_1000-g2,1,26289661,992,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_hp_608-g1,1,28586825,2078,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_hp_pro-slate-10-ee-g1,1,25988329,2963,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_hp_pro-slate-8,1,25893779,985,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_lenovo_3-8,1,29414094,750,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_lenovo_3-pro-10,1,29743301,582,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_lenovo_a10-70,1,27262160,1484,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_lenovo_miix-300-10iby,1,30274741,808,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_lenovo_tab-2-a7-10f,1,26072016,1180,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_lenovo_thinkpad-8,1,22626962,2706,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_panasonic_fz-b2,1,24980927,1996,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_samsung_80,1,29385583,2535,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_samsung_96,1,28547942,1847,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_samsung_sm-t550,1,26981568,636,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_samsung_sm-t550n,1,26564922,190,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_samsung_sm-t560,1,29536449,627,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_samsung_sm-t670,1,30345097,185,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_sony_z2,1,21811723,46,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_sony_z2-tablet,1,26974234,94,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
897_sony_z3-compact,1,24692598,1856,DEFAULT,"The CSV prices.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
