catid,ucatid,pcatid,low_pic,category_name.en_US,category_description.en_US,category_name.de_DE,category_description.de_DE,category_name.fr_FR,category_description.fr_FR,parentKey
1103,44122099,474,http://images.icecat.biz/img/low_pic/1103-4148.jpg,adhesive plastic,Plastic that sticks to the surface it is applied to.,Klebender Kunststoff,,films plastiques adhésifs,,44122000
1104,56101503,1065,http://images.icecat.biz/img/low_pic/1104-6444.jpg,coat stands,An item of furniture on which coats can be hung. It often consists of a set of hooks that are attached to a wall.,Kleiderständer,,portes-manteaux,,56101700
1105,60121508,453,http://images.icecat.biz/img/low_pic/1105-144.jpg,paint markers,A paint marker is a type of marker pen that is used to create permanent writing on a variety of surfaces from paper to metal to stone. Unlike most permanent markers the ink is an oil based paint and generally requires shaking before use. (Paint markers like permanent markers generally contain the toxic compounds xylene or toluene and require some safety when used.),Leuchtmarker,"Ein Lackstift ist eine Art Marker, der beständige Schrift auf eine Vielzahl von Oberflächen wie Papier, Metall und Stein schreibt . Anders als bei den meisten Permanentmarkern ist die Tinte  ölbasierend und Muss in der Regel vor Gebrauch geschüttelt werden. (Paint Marker wie Permanentmarker enthalten in der Regel die toxischen Verbindungen Xylol oder Toluol und erfordern einige Sicherheit beim Einsatz.)",marqueurs à peinture,,44121700
1106,60121250,403,http://images.icecat.biz/img/low_pic/1106-6571.jpg,drawing portfolios,A thin flat file of varying sizes used to contain drawings.,Zeichenmappen,,pochettes à dessins,,44111800
1107,44111516,474,http://images.icecat.biz/img/low_pic/1107-1550.jpg,personal organizers,"Small book or binder that is designed to be portable. It usually contains a diary, calendar, address book, blank paper, and other sections.",Personal Organizer,,organiseurs personnels,,44122000
1109,60121151,403,http://images.icecat.biz/img/low_pic/1109-6121.jpg,drawing boards,"Flat board that can be set at different angles, from horizonal (like a desk) to vertical (like a board). Used as a surface for technical drawings.",Zeichenbretter,,tableaux à dessin,,44111800
1110,60121999,843,http://images.icecat.biz/img/low_pic/1110-3202.jpg,T-shirt transfers,Designs which can be ironed onto T-shirts.,T-Shirt-Transfer-Folien,,papiers transferts pour T-shirt,,13111200
1111,44121626,438,http://images.icecat.biz/img/low_pic/1111-5189.jpg,adhesive remover,Chemical used to remove adhesive or glue from a surface.,Klebstoffentferner,,solvants d'adhésifs,,44121600
1112,56101514,2025,http://images.icecat.biz/img/low_pic/1112-5177.jpg,foot stools,"Usually made of plastic or wood, these are small stools used for resting feets.",Fußschemel,,tabourets,,56101100
1113,14111808,854,http://images.icecat.biz/img/low_pic/1113-4948.jpg,accounting forms & books,Books and forms which are used for accounting purposes.,Buchhaltungformulare & -Bücher,,formulaires et livres de comptabilité,,14111511
1114,14111807,854,http://images.icecat.biz/img/low_pic/1114-1887.jpg,administration books,"Books used for administrative purposes, such as diaries and accounting ledgers.",Verwaltungsbücher,,livres d'administration,,14111511
1115,82141602,1065,http://images.icecat.biz/img/low_pic/1115-1675.jpg,showcases,Cases used for displaying items or artefacts.,Schauvitrinen,,showcases,,56101700
1116,60121523,453,http://images.icecat.biz/img/low_pic/1116-3356.jpg,permanent markers,"Pens used to make a permanent mark on surfaces, such as CDs and DVDs.",Permanent Marker,,marqueurs indélébiles,,44121700
1119,60150000,2836,http://images.icecat.biz/img/low_pic/1119-7923.jpg,party supplies,Items needed for parties such as balloons and decorations.,Fest-Zubehör,,accessoires de fêtes,,60000000
1120,55121723,1065,http://images.icecat.biz/img/low_pic/1120-5267.jpg,sign holders,"Metal stands used to hold signs, such as those seen outside shops or inside conference centres.",Schildhalter,,supports de panneaux,,56101700
1121,26121699,830,http://images.icecat.biz/img/low_pic/1121-4608.jpg,SCSI cables,SCSI cables have large connectors and are mostly used to connect computer equipment such as monitors and printers.,SCSI Kabel,,câbles SCSI,,26121600
1122,43171799,242,http://images.icecat.biz/img/low_pic/1122-1061.jpg,IP communication servers,The IP (Internet Protocol) is the principle communications protocol in the internet protocol suite. IP communication servers allow IP communication.,IP Kommunikations-Server,,serveurs de communication IP,,43221700
1125,45111698,558,http://images.icecat.biz/img/low_pic/1125-5447.jpg,projector cases,Hard or padded cases used for protecting and transporting projectors.,Projektortaschen,,housses de projecteur,,45111600
1130,14111601,1147,http://images.icecat.biz/img/low_pic/1130-5694.jpg,gift wrappings,"Coloured or patterned paper, often glossy, which is used to wrap gifts.",Geschenkverpackungen,,emballages cadeaux,,24110000
1131,14111606,403,http://images.icecat.biz/img/low_pic/1131-242.jpg,art paper,"Good-quality paper, usually white, which is used for drawing or painting. Comes in various sizes including A4 and A3 .",Kunstdruckpapier,,papiers créatif,,44111800
1134,14121503,1147,http://images.icecat.biz/img/low_pic/1134-3595.jpg,cardboard,Stiff paper which is used to make boxes or placards.,Kartons,,cartons,,24110000
1135,14121504,1147,http://images.icecat.biz/img/low_pic/1135-1372.jpg,packaging paper,Strong paper which is used to pack items. Often the paper is brown.,Verpackungspapier,,papiers d'emballage,,24110000
1136,14111700,1280,,personal paper products,"Paper products used for personal hygiene, such as tissues and toilet paper.",Ausstattungspapier,,produits en papier personnel,,53130000
1137,14111703,1136,http://images.icecat.biz/img/low_pic/1137-3475.jpg,paper towels,Paper which often comes in rolls and can be separated into separate sheets. Mostly used in kitchens for cleaning or as an alternative to a napkin/serviette.,Papiertücher,,serviettes en papier,,14111700
1139,14111704,1136,http://images.icecat.biz/img/low_pic/1139-2831.jpg,toilet paper,Paper which comes in rolls and is used for personal hygiene in WCs.,Toilettenpapier,,papiers toilette,,14111700
1140,14111705,1136,http://images.icecat.biz/img/low_pic/1140-704.jpg,paper napkins,,Papierservietten,,serviettes et serviettes de table en papier,,14111700
1141,14111706,1136,http://images.icecat.biz/img/low_pic/1141-8056.jpg,paper table cloth,Large paper cloth used to cover table to protect it and for decoration.,Tischdecken (Papier),,nappes en papier,,14111700
1144,24102201,1147,http://images.icecat.biz/img/low_pic/1144-9065.jpg,stretch film dispensers,,Abroller für elastische Folien,,dérouleurs films transparents,,24110000
1147,24110000,431,,packaging materials,"Materials such as paper, card and plastic which can be used for packaging.",Verpackungsmaterialien,,matériaux d'emballage,,44121500
1148,44101799,1305,http://images.icecat.biz/img/low_pic/1148-7079.jpg,printer cables,Cables to connect printers to computers and other devices.,Druckerkabel,,cables d'imprimantes,,44101700
1149,24141501,1147,,stretch wrap films,Thin plastic film used for wrapping food etc.,Verpackungsfolien elastisch,,films étirables d'emballage,,24110000
1150,24141514,1147,http://images.icecat.biz/img/low_pic/1150-1178.jpg,packaging films,Films used for packaging items. Often made from plastic.,Verpackungsfolien,,films d'emballage,,24110000
1151,26121536,1601,,power extensions,Power extensions allow you to increase the distance between the item requiring power and the power source e.g. mains plug socket. They can also be used to increase the number of items that can be powered e.g. a four way power extension allows you to plug in four products into a single mains plug socket.,Steckdosenleiste / Stromkabel,,multiprises,,39121400
1154,30102000,1147,http://images.icecat.biz/img/low_pic/1154-6944.jpg,foil,,Folien,,papiers d'aluminium,,24110000
1155,30191599,3888,http://images.icecat.biz/img/low_pic/1155-1346.jpg,stepladders,"Piece of equipment consisting of a series of bars or steps between two upright lengths of wood, metal, or rope, used for climbing up or down something.",Trittleitern,,échelles,,30190000
1157,31162699,1065,http://images.icecat.biz/img/low_pic/1157-929.jpg,hooks,"Piece of metal or other hard material curved or bent back at an angle, for catching hold of or hanging things on.",Haken,,crochets,,56101700
1158,26121698,830,http://images.icecat.biz/img/low_pic/1158-7644.jpg,USB cables,"Cable used to connect to a USB port, which are found in desktop computers, laptops and other electronic devices.",USB Kabel,,câbles USB,,26121600
1159,31181601,438,http://images.icecat.biz/img/low_pic/1159-6610.jpg,seals,Device or substance that is used to join two things together so as to prevent them coming apart or to prevent anything passing between them.,Stempel,,sceaux,,44121600
1160,31201611,438,http://images.icecat.biz/img/low_pic/1160-4097.jpg,film adhesives,Adhesive substance used for sticking film.,Folienkleber,,films adhésifs,,44121600
1162,31211904,453,http://images.icecat.biz/img/low_pic/1162-5181.jpg,paint brushes,Brushes used for appying paint. Come in various sizes.,Lackpinsel,,pinceaux,,44121700
1163,39101600,2332,http://images.icecat.biz/img/low_pic/1163-667.jpg,bulbs,"Device for giving light, usually consisting of an electric bulb together with its holder and shade or cover.",Lampen,,ampoules,,39110000
1164,39101601,1163,http://images.icecat.biz/img/low_pic/1164-2930.jpg,halogen bulbs,Lamp with a small amount of a halogen (e.g. iodine) inside. Often used for projection and illumination.,Halogenlampen,,ampoules halogènes,,39101600
1165,39101605,1163,http://images.icecat.biz/img/low_pic/1165-3685.jpg,fluorescent bulbs,"Energy-efficient lamp. The big ones are commonly used in halls, warehouses and other big spaces. Recently compact fluorescent lamps have been developed for the home and office.",Leuchtstofflampen,,ampoules fluorescentes,,39101600
1168,39111501,2028,http://images.icecat.biz/img/low_pic/1168-3495.jpg,fluorescent fixtures,"Lighting fixture, usually attached to the ceiling, into which you can place a fluorescent bulb to get light.",Leuchtstoffbefestigungen,,plafonniers fluorescents,,56101400
1169,39111517,2028,http://images.icecat.biz/img/low_pic/1169-469.jpg,wax candles,Cylinder or block of wax with a central wick which is lit to produce light as it burns.,Wachskerzen,,bougies en cire,,56101400
1170,99999999,1,,not categorized,Does not fit in any category,nicht kategorisiert,,non classé,,
1171,39111702,2332,http://images.icecat.biz/img/low_pic/1171-1939.jpg,flashlights,"Also known as a torch, this is a portable electric light usually powered by AA or AAA batteries.",Taschenlampen,,torches et lampes de poche,,39110000
1172,39121705,830,http://images.icecat.biz/img/low_pic/1172-3399.jpg,cable clamps,Objects used to hold cables or wires in place.,Kabelklammern,,ranges-câbles et serres câbles,,26121600
1174,40101602,1744,http://images.icecat.biz/img/low_pic/1174-7729.jpg,air circulators,"A type of fan used in a warehouse, factory, or office building. Air circulators also refer to air conditioning units and other types of air cooling devices. They are designed to cool a room or area in very hot environments.",Luftumwälzer,,circulateurs d'air,,40101800
1175,40101604,1744,http://images.icecat.biz/img/low_pic/1175-3426.jpg,household fans,Apparatus with rotating blades that creates a current of air for cooling or ventilation.,Ventilatoren,,ventilateurs,,40101800
1176,40101701,1744,http://images.icecat.biz/img/low_pic/1176-6883.jpg,split-system air conditioners,A heat pump or central air conditioning system with components located both inside and outside the home. The most common design for home use.,Teilklimaanlagen,,climatiseurs split- système,,40101800
1177,40161505,1744,http://images.icecat.biz/img/low_pic/1177-8696.jpg,air filters,"Device composed of fibrous materials which removes solid particulates such as dust, pollen, mold, and bacteria from the air.",Luftfilter,,filtres d'air,,40101800
1178,41111604,403,http://images.icecat.biz/img/low_pic/1178-1727.jpg,rulers,"Straight strip or cylinder of plastic, wood, metal, or other rigid material, typically marked at regular intervals and used to draw straight lines or measure distances.",Maßstäbe,,règles,,44111800
1179,45121607,585,http://images.icecat.biz/img/low_pic/1179-8582.jpg,camera docks,"Device similar to a tripod mount, this allows its user to quickly transfer photos and videos from a camera to a computer.",Kameradocks,,stations d'accueil pour caméras,,45121600
1185,44102106,431,http://images.icecat.biz/img/low_pic/1185-9140.jpg,letter folders,Device used to fold letters.,Briefmappen,,portes-papier,,44121500
1186,44102501,300,http://images.icecat.biz/img/low_pic/1186-3713.jpg,money counting machines,Machines used for sorting and counting notes and coins.,Geldzählautomaten,,compteuses de pièces et de billets,,44100000
1188,44102904,1371,http://images.icecat.biz/img/low_pic/1188-7061.jpg,air compressed spray,"This is a spray that can be used to remove dust. It permits dry, contact-free cleaning, even in inaccessible angles and on sensitive surfaces e.g. video devices.",Druckluftspray,,vaporisateurs d'air compressé,,47131800
1190,44103507,474,http://images.icecat.biz/img/low_pic/1190-1345.jpg,binding kits,Kits used for binding documents together.,Bindegeräte,,kits de reliure,,44122000
1192,44111609,2035,http://images.icecat.biz/img/low_pic/1192-2079.jpg,counterfeit bill detectors,Machines for checking if bills (bank notes) are fake (counterfeit).,Falschgeld-Detektoren,,détecteurs de faux billets,,44111600
1193,44111806,403,http://images.icecat.biz/img/low_pic/1193-8943.jpg,protractors,A semicircular tool for measuring angles.,Winkelmesser,Eine halbkreisförmiges Werkzeug zum Messen von Winkeln.,rapporteurs,,44111800
1194,44111809,403,,drafting templates,"Shaped piece of metal, wood, card, plastic, or other material used as a pattern for processes such as painting, cutting out, shaping, or drilling.",Zeichenschablonen,,modèles brouillon,,44111800
1195,44111903,415,http://images.icecat.biz/img/low_pic/1195-9827.jpg,easels,Wooden frame for holding an artist’s work while it is being painted or drawn.,Staffeleien,,chevalets,,44111900
1196,44111905,415,http://images.icecat.biz/img/low_pic/1196-7700.jpg,dry erase boards,"Also known as a whiteboard, this is a glossy, usually white surface for nonpermanent markings.",Whiteboards,,tableaux effaçables à sec et accessoires,,44111900
1197,44111906,415,http://images.icecat.biz/img/low_pic/1197-1103.jpg,chalk boards,"Also known as a blackboard, this is a reusable writing surface on which text or drawings are made with sticks of chalk.",Kreidetafeln,,tableaux à craie et accessoires,,44111900
1198,44121627,438,http://images.icecat.biz/img/low_pic/1198-9709.jpg,bookmarks,"Strip of leather, card, or other material, used to mark one’s place in a book.",Lesezeichen,,marques-pages,,44121600
1199,44122019,474,http://images.icecat.biz/img/low_pic/1199-428.jpg,filing pockets,,Dokumentenmappen,,compartiments de classement,,44122000
1200,45141501,585,http://images.icecat.biz/img/low_pic/1200-7954.jpg,developer solution,Substance used for developing photographs.,Entwicklerlösungen,,solutions pour développeurs,,45121600
1201,45141502,585,http://images.icecat.biz/img/low_pic/1201-6090.jpg,fixatives,Substance used to keep things in position or stick them together.,Fixiermittel,,fixations,,45121600
1203,46171501,2868,http://images.icecat.biz/img/low_pic/1203-6223.jpg,padlocks,Detachable lock hanging by a pivoted hook on the object fastened.,Vorhängeschlösser,,cadenas,,46178000
1204,46171506,1065,http://images.icecat.biz/img/low_pic/1204-1394.jpg,safes,"Strong fireproof cabinet with a complex lock, used for the storage of valuables.",Safes,,coffres-forts,,56101700
1205,46171515,2868,http://images.icecat.biz/img/low_pic/1205-1843.jpg,key chains & cases,Key chains are pieces of metal which are used for carrying keys. Key cases are objects used for carrying keys.,Schlüsselketten & -Etuis,,portes-clés,,46178000
1206,46181504,1228,http://images.icecat.biz/img/low_pic/1206-7090.jpg,protective gloves,Plastic or rubber gloves worn to protect hands.,Schutzhandschuhe,,gants de protection,,46180000
1207,46181507,1228,http://images.icecat.biz/img/low_pic/1207-3072.jpg,safety vests,"Vests, often high-visibility (hi-vis), worn when working in construction and other dangerous indoor and outdoor jobs.",Sicherheitswesten,,vestes de protection,,46180000
1208,60141001,1293,http://images.icecat.biz/img/low_pic/1208-718.jpg,toy balloons,,Spielzeug Ballons,,ballons de jeu,,55100000
1209,46181704,1228,http://images.icecat.biz/img/low_pic/1209-4014.jpg,safety helmets,Hard or padded protective hat worn when doing hazardous work.,Sicherheitshelme,,casques de protection,,46180000
1210,60105808,1575,http://images.icecat.biz/img/low_pic/1210-8752.jpg,clothing care,Substances used to care for clothes such as waterproofing.,Kleidungspflege,,vêtements de protection,,53100000
1211,56112005,1065,,computer furniture parts,Parts for computer furniture such as computer desks.,Computermöbelteile,,pièces de mobilier pour ordinateurs,,56101700
1212,56112002,1065,http://images.icecat.biz/img/low_pic/1212-4721.jpg,computer desks,Desks which are used for computers.,Computerschreibtische,,bureaux d'ordinateurs,,56101700
1213,56111802,1065,http://images.icecat.biz/img/low_pic/1213-633.jpg,freestanding tables,Tables which can stand alone. They are not attached to anything.,Freistehende Tische,,tables,,56101700
1215,56101504,1065,http://images.icecat.biz/img/low_pic/1215-4136.jpg,office & computer chairs,"Separate seat for one person, typically with a back and four legs.",Büro- & Computerstühle,,chaises et fauteuils de bureau,,56101700
1216,55121718,2028,http://images.icecat.biz/img/low_pic/1216-4306.jpg,pictograms,Pictorial symbol for a word or phrase.,Hinweisschilder,,pictogrammes,,56101400
1217,55121705,1065,http://images.icecat.biz/img/low_pic/1217-6372.jpg,selfadhesive pictograms,Pictograms which can be stuck to a surface without applying any additional adhesive or glue.,selbstklebende Schilder,,pictogrammes adhésifs,,56101700
1218,55121702,854,,non-metallic nameplates,"Nameplates made from wood, plastic or other non-metallic materials. Used as signs on doors and desks.",nicht-metallische Namensschilder,,plaques non-métalliques,,14111511
1219,55121611,229,,label-making tapes,Tapes which can be used to make labels.,Etiketten erstellende Bänder,,rubans d'étiquettes,,43172504
1220,55101526,1457,http://images.icecat.biz/img/low_pic/1220-3364.jpg,dictionaries,"Book or electronic resource that lists the words of a language (typically in alphabetical order) and gives their meaning, or gives the equivalent words in a different language, often also providing information about pronunciation, origin, and usage.",Wörterbücher,,dictionnaires,,60102301
1221,60121211,403,http://images.icecat.biz/img/low_pic/1221-8537.jpg,hobby paints,Small paints which are used to paint small ojects such as model airplanes and figures.,Hobby-Farben,,peintures pour loisir,,44111800
1222,55101501,1293,http://images.icecat.biz/img/low_pic/1222-3584.jpg,maps,"Diagrammatic representation of an area of land or sea showing physical features, cities, roads, etc.",Landkarten,,cartes,,55100000
1223,54111601,2028,http://images.icecat.biz/img/low_pic/1223-904.jpg,wall clocks,Clocks which are attached to internal walls.,Wanduhren,,horloges murales,,56101400
1224,46181802,1228,http://images.icecat.biz/img/low_pic/1224-7256.jpg,safety glasses,Plastic glasses or googles worn to protect eyes when doing hazardous work.,Sicherheitsbrillen,,lunettes de protection,,46180000
1225,46181900,1228,,hearing protectors,Obejcts such as ear muffs worn to protect ears from loud noises.,Hörschutz,,protections auditives,,46180000
1226,46181901,1225,http://images.icecat.biz/img/low_pic/1226-715.jpg,ear plugs,"Piece of wax, rubber, or cotton wool placed in the ear as protection against noise, water, or cold air.",Ohrstöpsel,,bouchons d'oreilles anti-bruit,,46181900
1227,46181902,1225,http://images.icecat.biz/img/low_pic/1227-3224.jpg,ear defenders,"Pair of soft fabric coverings, connected by a band across the top of the head, that are worn over the ears to protect them from cold or noise.",Gehörschutz,,,,46181900
1228,46180000,2835,,personal safety & protection,Equipment used or worn for protection such as safety googles.,persönliche Sicherheit & Schutz,,protection et sécurité des personnes,,29000000
1229,46182001,1228,http://images.icecat.biz/img/low_pic/1229-5357.jpg,protection masks,Worn over the mouth or face for protection.,Schutzmasken,,Masques de protection,,46180000
1231,46191604,1228,http://images.icecat.biz/img/low_pic/1231-1700.jpg,fire protection,Equipment or object used to prevent or extinguish fire.,Feuerschutz,,protections contre le feu,,46180000
1232,47111602,300,http://images.icecat.biz/img/low_pic/1232-8992.jpg,folding machines,Machines used for folding letters so they can be placed in envelopes.,Faltmaschinen,,plieuses de documents,,44100000
1233,47121501,1065,http://images.icecat.biz/img/low_pic/1233-451.jpg,janitor carts,"Also known as cleaning trolleys, these are stands on wheels which are used by janitors to transport cleaning products, mops, buckets etc.",Reinigungswagen,,chariots de ménage,,56101700
1234,47121602,1243,http://images.icecat.biz/img/low_pic/1234-3334.jpg,vacuum cleaners,Electrical apparatus that by means of suction collects dust and small particles from floors and other surfaces.,Staubsauger,,aspirateurs,,47131600
1235,47121607,1243,,vacuum cleaner supplies,Supplies for vacuum cleaners such as vacuum cleaner bags.,Staubsaugerzubehör,,Accessoires pour aspirateur,,47131600
1236,47121700,1684,,waste containers & accessories,Bins or trash cans for storing trash.,Abfallbehälter & Zubehör,,poubelles & accessoires,,52141588
1237,47121701,1236,http://images.icecat.biz/img/low_pic/1237-9196.jpg,trash bags,"Plastic bags, often black, which are used for storing trash.",Abfallbeutel,,sacs poubelles,,47121700
1239,47121703,1236,http://images.icecat.biz/img/low_pic/1239-3541.jpg,ash-trays,"Small object, usually made of glass, metal or porcelain, for tobacco ash and cigarette ends.",Aschenbecher,,cendriers,,47121700
1242,14121810,355,http://images.icecat.biz/img/low_pic/1242-7490.jpg,carbon paper,Paper coated on one side with a layer of a loosely bound dry ink or pigmented coating. Used for making one or more copies simultaneous with the creation of an original document when using a typewriter or a ballpoint pen.,Kohlepapier,,papiers carbone,,44102602
1243,47131600,1314,,floor care,"Making the floor clean from dirt, marks and stains.",Bodenreinigung,,nettoyant sol,,52140000
1244,47131602,1243,http://images.icecat.biz/img/low_pic/1244-762.jpg,scouring pads,"Pad of abrasive material for household cleaning, especially of pots and pans.",Scheuerschwämme,,éponges de grattage,,47131600
1245,47131603,1243,http://images.icecat.biz/img/low_pic/1245-4112.jpg,sponges,"Piece of soft, light, porous absorbent substance, usually made of synthetic material, used for washing and cleaning.",Schwämme,,éponges,,47131600
1246,47131604,1243,http://images.icecat.biz/img/low_pic/1246-6434.jpg,brooms,"Long-handled brush of bristles or twigs, used for sweeping.",Besen,,balais,,47131600
1247,47131605,1243,http://images.icecat.biz/img/low_pic/1247-965.jpg,cleaning brushes,"Implement with a handle and a block of bristles, hair, or wire, used for cleaning.",Reinigungsbürsten,,brosses de nettoyage,,47131600
1248,47131618,1243,http://images.icecat.biz/img/low_pic/1248-9454.jpg,mops,"Implement consisting of a bundle of thick loose strings or a sponge attached to a handle, used for wiping floors or other surfaces.",Mopps,,,,47131600
1249,47131700,2831,,restroom supplies,Supplies used in a restroom/toilet/WC such as toilet paper and cleaning products.,Toilettenzubehör,,fournitures de toilettes,,56101500
1250,47131701,1249,http://images.icecat.biz/img/low_pic/1250-4314.jpg,paper towel dispensers,Container which is designed to release one paper towel at a time. Normally found on walls on WCs/bathrooms.,Papierhandtuchspender,,distributeurs de serviettes en papier,,47131700
1251,47131704,1249,http://images.icecat.biz/img/low_pic/1251-1626.jpg,soap & lotion dispensers,Container which is designed to dispense soap and lotion. Normally found on walls on WCs/bathrooms.,Seifen- & Lotionspender,,distributeurs de savons et lotions,,47131700
1252,47131705,1249,http://images.icecat.biz/img/low_pic/1252-204.jpg,WC accessories,Accessories used in a restroom/toilet/WC such as toilet seats and toilet brushs.,WC-Zubehör,,accessoires de WC,,47131700
1253,47131706,1249,http://images.icecat.biz/img/low_pic/1253-5463.jpg,air freshener dispensers,Plastic object which automatically dispenses the air fresnener it contains.,Frischluftspender,,diffuseurs d'air,,47131700
1254,47131710,1249,http://images.icecat.biz/img/low_pic/1254-8626.jpg,toilet tissue dispensers,"Plastic object, usually attached to a wall, to dispense toilet tissue/paper.",Toilettenpapierspender,,dérouleurs de papier toilette,,47131700
1255,48101905,1332,http://images.icecat.biz/img/low_pic/1255-142.jpg,cups & mugs,,Tassen & Becher,,tasses et mugs,,48101800
1256,48101915,1684,http://images.icecat.biz/img/low_pic/1256-9405.jpg,food service trays,"Flat plastic, metal or wooden board used for moving glasses, cups, plates etc from one place to another. Carried by hand.",Tabletts,,plateaux repas,,52141588
1258,50131702,1265,http://images.icecat.biz/img/low_pic/1258-1645.jpg,creamer,Powder used as a substitute for cream in coffee.,Kaffeeweißer,,appareils/robots pour faire la crème,,50000000
1259,50161500,1265,http://images.icecat.biz/img/low_pic/1259-7872.jpg,sugars & sweetening products,,Zucker & Süßungsmittel,,sucres et produits édulcorants,,50000000
1260,50161895,1265,http://images.icecat.biz/img/low_pic/1260-7708.jpg,chocolate bars,Fairly small pieces of chocolate such as Mars or Snickers.,Schokoladentafeln,,barres chocolatées,,50000000
1261,50008099,4291,http://images.icecat.biz/img/low_pic/1261-2857.jpg,instant soups,,Instantsuppen,,soupes préparées,,50008000
1262,50192109,1265,http://images.icecat.biz/img/low_pic/1262-6319.jpg,chips,"Chips, or potato crisps, are wafer-thin slices of potato, fried or baked until crisp, and eaten as a snack. Often salted and with flavouring e.g. cheese and onion.",Chips,,"chips, bretzels, et mixs de gâteaux apéritifs",,50000000
1263,50201700,1265,http://images.icecat.biz/img/low_pic/1263-3324.jpg,coffee & tea,,Kaffe und Tee,,cafés et thés,,50000000
1264,50202201,1376,http://images.icecat.biz/img/low_pic/1264-2883.jpg,beer,Alcoholic drink made from yeast-fermented malt flavoured with hops.,Bier,,bières,,50202200
1265,50000000,1,,"food, beverages & tobacco","Pasta, tins and other foodstuffs.","Essen, Getränke & Tabak",,nourriture,,
1266,50202300,4150,http://images.icecat.biz/img/low_pic/1266-5412.jpg,non-alcohol drinks,"Drinks which do not contain alcohol, such as water or soft drinks e.g. Coca-Cola.",alkoholfreie Getränke,,boissons non-alcoolisées,,50200000
1267,52101512,1065,http://images.icecat.biz/img/low_pic/1267-6326.jpg,mats,"Large mats are piece of coarse material placed on a floor for people to wipe their feet on. Small mats are made from cork, card, or fabric and are placed on a table or other surface to protect it from the heat or moisture of an object placed on it. A computer mouse often needs a mouse mat to work effectively.",Matten,,tapis,,56101700
1269,52141606,1684,http://images.icecat.biz/img/low_pic/1269-8215.jpg,laundry baskets,"Large plastic, wicker or metal containers for putting dirty laundry or linen.",Wäschekörbe,,paniers à linge,,52141588
1270,52151616,1332,http://images.icecat.biz/img/low_pic/1270-1895.jpg,kitchen spatulas,"Implement with a broad, flat, blunt blade, used for mixing and spreading things.",Pfannenwender,,spatules de cuisine,,48101800
1271,52151700,1332,http://images.icecat.biz/img/low_pic/1271-5728.jpg,flatware & cutlery,"Flatware is the plates, dishs etc. used on the table. Cutlery means knives, forks and spoons.",Besteck,,couverts,,48101800
1272,52152000,1332,,"dishes, servingware & storage containers",Various objects used for the storage and serving of food.,"Schüsseln, Essgeschirr & Vorratsbehälter",,"plats, casseroleries et vaisselles",,48101800
1273,53991214,2581,http://images.icecat.biz/img/low_pic/1273-3184.jpg,soaps,"Substance used with water for washing and cleaning, made of a compound of natural oils or fats with sodium hydroxide or another strong alkali, and typically having perfume and colouring added.",Seifen,,savons,,53991200
1274,23231001,1065,,tool holder,Container for tools such as hammer and screwdriver.,Werkzeughalter,,portes outils,,56101700
1276,42311505,1228,http://images.icecat.biz/img/low_pic/1276-578.jpg,bandages & dressings,Strip of woven material used to bind up a wound or to protect an injured part of the body.,Verbände,,bandages et pansements,,46180000
1279,46161504,1843,http://images.icecat.biz/img/low_pic/1279-607.jpg,traffic signals,Signals or signs used on a road to inform traffic about hazards etc.,Verkehrszeichen,,panneaux de signalisation,,55121700
1280,53130000,1,,health & beauty,"Health includes vitamins, medicines and other medical equipment. Beauty includes make-up, lotions and creams.",Gesundheit & Beauty,,soins personnels,,
1282,53121804,1280,http://images.icecat.biz/img/low_pic/1282-1057.jpg,makeup & manicure cases,"Makeup is cosmetics such as lipstick or powder applied to the face, used to enhance or alter the appearance. Manicures are a cosmetic treatment of the hands involving shaping and often painting of the nails, removal of the cuticles, and softening of the skin. Makeup and manicure cases contains the cosmetics and appliances used for applying makeup and performing manicures.",Kosmetik- & Maniküre-Etuis,,coffrets manucure et maquillage,,53130000
1283,52161599,850,http://images.icecat.biz/img/low_pic/1283-7180.jpg,MP3/MP4 player accessories,Accessories used with MP3/MP4 players such as earphones.,MP3/MP4-Player Zubehör,,accessoires MP3/MP4,,52161543
1284,43171892,151,http://images.icecat.biz/img/low_pic/1284-6127.jpg,notebook accessories,Accessories used with notebooks (small computers) such as cases.,Notebook Zubehör,,accessoires d'ordinateurs portables,,43171801
1285,43171891,151,http://images.icecat.biz/img/low_pic/1285-5998.jpg,notebook cases,"Take your notebook with you in a safe, comfortable and ergonomic way; use one of these specially designed bags or cases!",Notebooktaschen,"Tragen Sie Ihr Notebook mit sich in einem dieser sicheren, komfortablen und ergonomischen Taschen oder Koffer!",sacoches d'ordinateurs portables,,43171801
1288,45121672,585,http://images.icecat.biz/img/low_pic/1288-3583.jpg,camera kits,A camera kit contains all of the apparatus you need to build a camera.,Kameraausrüstung,,kits pour appareils photos,,45121600
1290,45121617,585,http://images.icecat.biz/img/low_pic/1290-4975.jpg,camera cases,"Take your camera anywhere safely, with one of these comfortable camera cases.",Kamerataschen,"Nehmen Sie Ihre Kamera überall hin sicher mit, mit einem dies bequemen Fotoapparathüllen.",étuis et housses d’appareils photo,,45121600
1291,43171896,107,http://images.icecat.biz/img/low_pic/331227.jpg,peripheral device cases,Cases used to contain mobile devcies such as cameras and notebooks.,Taschen für Mobilgeräte,,pochettes de protection de téléphone portable,,43222800
