sku,variantId,quantity,is_never_out_of_stock,stock_type
3328500,1,1608,0,Warehouse1
3328518,1,437,0,Warehouse1
1322073,1,2623,0,Warehouse1
3516237,1,67,0,Warehouse1
1449784,1,2944,0,Warehouse1
3802724,1,389,0,Warehouse1
2057370,1,1684,0,Warehouse1
19340967,1,2039,0,Warehouse1
19331873,1,414,0,Warehouse1
3328322,1,2553,0,Warehouse1
23190821,1,394,0,Warehouse1
19331884,1,2689,0,Warehouse1
1242344,1,419,0,Warehouse1
1255077,2,2609,0,Warehouse1
2113097,3,1676,0,Warehouse1
33315,1,2044,0,Warehouse1
5116096,1,761,0,Warehouse1
20101075,1,2989,0,Warehouse1
3597712,1,619,0,Warehouse1
5116095,1,2371,0,Warehouse1
5116097,1,1293,0,Warehouse1
15654783,1,551,0,Warehouse1
15538188,1,1257,0,Warehouse1
25898359,1,2248,0,Warehouse1
24883886,1,2685,0,Warehouse1
20769871,1,129,0,Warehouse1
20806138,2,2782,0,Warehouse1
18073027,1,2446,0,Warehouse1
25990034,1,499,0,Warehouse1
25990004,1,1802,0,Warehouse1
24649181,1,2369,0,Warehouse1
20769870,1,2107,0,Warehouse1
1366236,1,2239,0,Warehouse1
1366200,1,1992,0,Warehouse1
15705751,1,2174,0,Warehouse1
1856118,1,2184,0,Warehouse1
3332147,1,2382,0,Warehouse1
5353115,1,859,0,Warehouse1
20688680,1,1224,0,Warehouse1
20688676,1,2796,0,Warehouse1
20688677,1,412,0,Warehouse1
20688667,1,1618,0,Warehouse1
20688666,1,2485,0,Warehouse1
20688678,1,832,0,Warehouse1
20688679,1,1228,0,Warehouse1
20688668,1,1162,0,Warehouse1
20688670,1,2876,0,Warehouse1
20688669,1,1989,0,Warehouse1
24626127,1,1152,0,Warehouse1
20688665,1,496,0,Warehouse1
20688638,1,1360,0,Warehouse1
20688635,1,2446,0,Warehouse1
20688612,1,1048,0,Warehouse1
10798492,1,2618,0,Warehouse1
1590545,1,1694,0,Warehouse1
1674630,1,733,0,Warehouse1
1642975,1,2747,0,Warehouse1
443399,1,1477,0,Warehouse1
269340,1,180,0,Warehouse1
7804442,1,246,0,Warehouse1
6391941,1,279,0,Warehouse1
12664071,1,2549,0,Warehouse1
13443575,1,2353,0,Warehouse1
12590927,1,2519,0,Warehouse1
8799232,1,1542,0,Warehouse1
22140514,1,1528,0,Warehouse1
5614069,1,1703,0,Warehouse1
666644,1,924,0,Warehouse1
666645,2,2388,0,Warehouse1
2402958,1,2927,0,Warehouse1
1289412,1,721,0,Warehouse1
20884834,1,2800,0,Warehouse1
5220580,1,1546,0,Warehouse1
5076357,1,207,0,Warehouse1
360312,1,633,0,Warehouse1
704721,1,2774,0,Warehouse1
10077244,1,1369,0,Warehouse1
19321732,1,509,0,Warehouse1
12226308,1,1763,0,Warehouse1
508381,1,2521,0,Warehouse1
7938306,1,1006,0,Warehouse1
27204,1,124,0,Warehouse1
122828,1,1967,0,Warehouse1
5337382,1,2054,0,Warehouse1
1352506,1,2742,0,Warehouse1
476924,1,662,0,Warehouse1
8870062,1,2788,0,Warehouse1
1098612,1,2490,0,Warehouse1
6729157,1,2139,0,Warehouse1
20323254,1,2968,0,Warehouse1
430590,1,2736,0,Warehouse1
18317340,1,2419,0,Warehouse1
55627,1,2518,0,Warehouse1
703982,1,2090,0,Warehouse1
711037,1,1938,0,Warehouse1
558775,1,1061,0,Warehouse1
16783613,1,619,0,Warehouse1
4065801,1,642,0,Warehouse1
12249994,1,1986,0,Warehouse1
542396,1,7,0,Warehouse1
29075,1,569,0,Warehouse1
34655,1,2707,0,Warehouse1
3717508,1,2808,0,Warehouse1
862148,1,2115,0,Warehouse1
3400342,1,2914,0,Warehouse1
4864365,1,441,0,Warehouse1
499940,1,1890,0,Warehouse1
341508,1,1283,0,Warehouse1
1999,1,951,0,Warehouse1
141808,1,654,0,Warehouse1
1686900,1,805,0,Warehouse1
17642376,1,1957,0,Warehouse1
5843822,1,778,0,Warehouse1
15964136,1,2773,0,Warehouse1
856281,1,1011,0,Warehouse1
54706,1,521,0,Warehouse1
54707,1,435,0,Warehouse1
25543033,1,799,0,Warehouse2
2274033,1,12,0,Warehouse1
9054811,1,2575,0,Warehouse1
9781366,1,767,0,Warehouse1
5736783,1,2749,0,Warehouse1
694263,1,1994,0,Warehouse1
2255596,1,286,0,Warehouse1
1107169,1,1839,0,Warehouse1
8329561,1,933,0,Warehouse1
1107068,1,1347,0,Warehouse1
1107059,1,2458,0,Warehouse1
1107049,1,1575,0,Warehouse1
1107047,1,333,0,Warehouse1
1107048,2,2466,0,Warehouse1
1107350,1,2145,0,Warehouse1
1107315,1,40,0,Warehouse1
1107270,1,2274,0,Warehouse1
1107266,1,1260,0,Warehouse1
1107251,1,2955,0,Warehouse1
1107239,1,2716,0,Warehouse1
1107226,1,151,0,Warehouse1
1107227,2,1239,0,Warehouse1
1107223,1,667,0,Warehouse1
1107225,2,805,0,Warehouse1
1107192,1,2044,0,Warehouse1
1107132,1,2624,0,Warehouse1
1107123,1,1583,0,Warehouse1
1107063,1,1817,0,Warehouse1
1107052,1,635,0,Warehouse1
1107307,1,2105,0,Warehouse1
1107298,1,2253,0,Warehouse1
1107002,1,1435,0,Warehouse1
1107069,1,2117,0,Warehouse1
342475,1,1829,0,Warehouse1
41454,1,2203,0,Warehouse1
1106064,1,1866,0,Warehouse1
605143,1,823,0,Warehouse1
342517,1,2489,0,Warehouse1
2266556,1,706,0,Warehouse1
2266080,1,1757,0,Warehouse1
1107065,1,836,0,Warehouse1
342921,1,165,0,Warehouse1
1659565,1,332,0,Warehouse1
1659693,1,1169,0,Warehouse1
3481969,1,2631,0,Warehouse1
2125328,1,2477,0,Warehouse1
13884494,1,1210,0,Warehouse1
694118,1,1906,0,Warehouse1
693782,1,738,0,Warehouse1
694181,1,1165,0,Warehouse1
8534584,1,1622,0,Warehouse1
644412,1,889,0,Warehouse1
1802990,1,2404,0,Warehouse1
2152043,1,2289,0,Warehouse1
45445,1,1694,0,Warehouse1
1929398,1,1449,0,Warehouse1
18385068,1,1914,0,Warehouse1
1904202,1,278,0,Warehouse1
12766919,1,266,0,Warehouse1
3695554,1,2549,0,Warehouse1
3842193,1,2384,0,Warehouse1
3957798,1,2520,0,Warehouse1
6268416,1,985,0,Warehouse1
24980726,1,1502,0,Warehouse1
21417373,1,1349,0,Warehouse1
24648016,1,188,0,Warehouse1
25924524,1,368,0,Warehouse1
25924525,2,2173,0,Warehouse1
24410541,1,2677,0,Warehouse1
8907758,1,1075,0,Warehouse1
21695891,1,930,0,Warehouse1
637347,1,513,0,Warehouse1
1489,1,1240,0,Warehouse1
721567,1,1262,0,Warehouse1
814987,1,1683,0,Warehouse1
601183,1,872,0,Warehouse1
11919813,1,740,0,Warehouse1
792551,1,2893,0,Warehouse1
15407709,1,2779,0,Warehouse1
48108,1,1479,0,Warehouse1
7935083,1,1059,0,Warehouse1
1356097,1,1402,0,Warehouse1
5264083,1,2368,0,Warehouse1
4054958,1,463,0,Warehouse1
13713999,1,692,0,Warehouse1
7936594,1,1063,0,Warehouse1
7936604,1,1913,0,Warehouse1
7936645,1,2606,0,Warehouse1
13378311,1,1342,0,Warehouse1
1231871,1,2179,0,Warehouse1
15347,1,2156,0,Warehouse1
26477367,1,726,0,Warehouse1
313555,1,1700,0,Warehouse1
91538,1,141,0,Warehouse1
265192,1,2228,0,Warehouse1
1199053,1,49,0,Warehouse1
369931,1,329,0,Warehouse1
122838,1,2597,0,Warehouse1
1554144,1,2223,0,Warehouse1
70362,1,6,0,Warehouse1
120232,1,673,0,Warehouse1
21325609,1,153,0,Warehouse1
1366543,1,520,0,Warehouse1
704437,1,1914,0,Warehouse1
1797204,1,1416,0,Warehouse1
7990474,1,2203,0,Warehouse1
558289,1,2786,0,Warehouse1
321115,1,2156,0,Warehouse1
4351514,1,2097,0,Warehouse1
24693021,1,2566,0,Warehouse1
4351241,1,635,0,Warehouse1
5431120,1,156,0,Warehouse1
1713826,1,968,0,Warehouse1
254913,1,4,0,Warehouse1
1389469,1,620,0,Warehouse1
9825,1,1661,0,Warehouse2
9701,1,1068,0,Warehouse1
10235,1,2533,0,Warehouse1
14124078,1,1267,0,Warehouse1
68065,1,2410,0,Warehouse1
267191,1,1713,0,Warehouse1
124487,1,423,0,Warehouse1
67602,1,136,0,Warehouse1
71531,1,413,0,Warehouse1
9407,1,565,0,Warehouse1
9576,2,2365,0,Warehouse1
111109,1,463,0,Warehouse1
13605210,1,894,0,Warehouse1
9680,1,1963,0,Warehouse1
1585574,1,2686,0,Warehouse1
67724,1,901,0,Warehouse1
21811936,1,2636,0,Warehouse1
1926089,1,2839,0,Warehouse1
9424,1,1421,0,Warehouse1
877144,1,1550,0,Warehouse1
18267408,1,1256,0,Warehouse1
4860081,1,625,0,Warehouse1
2058715,1,1337,0,Warehouse1
458431,1,413,0,Warehouse1
1494577,1,2722,0,Warehouse1
4434630,1,903,0,Warehouse1
4434628,1,1049,0,Warehouse1
1986437,1,2879,0,Warehouse1
3864089,1,1872,0,Warehouse1
5137982,1,1053,0,Warehouse1
18143604,1,499,0,Warehouse1
5087350,1,533,0,Warehouse1
440228,1,2121,0,Warehouse1
277980,1,32,0,Warehouse1
443794,1,1801,0,Warehouse1
6501772,1,1532,0,Warehouse1
859883,1,1745,0,Warehouse1
274180,1,2224,0,Warehouse1
69411,1,1668,0,Warehouse1
24957938,1,2159,0,Warehouse1
12240444,1,2790,0,Warehouse1
20051792,1,1034,0,Warehouse1
26293302,1,2622,0,Warehouse1
1424809,1,684,0,Warehouse1
1752429,1,2997,0,Warehouse1
20958115,1,2309,0,Warehouse1
369714,1,1586,0,Warehouse1
10725044,1,2634,0,Warehouse1
4859555,1,2148,0,Warehouse1
3876167,1,8,0,Warehouse1
1401524,1,1184,0,Warehouse1
41878,1,405,0,Warehouse1
40506,1,633,0,Warehouse1
10655196,1,2521,0,Warehouse1
2129069,1,818,0,Warehouse1
10655152,1,356,0,Warehouse1
30231841,1,425,0,Warehouse1
30231840,1,1867,0,Warehouse1
6220687,1,235,0,Warehouse1
4788944,1,2298,0,Warehouse1
831958,1,2921,0,Warehouse1
693801,1,734,0,Warehouse1
2254713,1,2832,0,Warehouse1
26121136,1,2042,0,Warehouse1
6034248,1,767,0,Warehouse1
490759,1,1633,0,Warehouse1
5693376,1,574,0,Warehouse1
706257,1,2512,0,Warehouse1
705347,1,858,0,Warehouse1
18522080,1,2243,0,Warehouse1
551081,1,1671,0,Warehouse1
18374823,1,648,0,Warehouse1
21945080,1,278,0,Warehouse1
1658573,1,1294,0,Warehouse1
3786956,1,1333,0,Warehouse1
3786957,1,276,0,Warehouse1
67294,1,603,0,Warehouse1
5304720,1,2919,0,Warehouse1
14871114,1,2910,0,Warehouse1
15688048,1,2752,0,Warehouse1
5237959,1,2928,0,Warehouse1
5221861,1,1094,0,Warehouse1
825597,1,157,0,Warehouse1
8682602,1,561,0,Warehouse1
11702846,1,616,0,Warehouse1
4480222,1,976,0,Warehouse1
76333,1,917,0,Warehouse1
343010,1,1042,0,Warehouse1
6677660,1,2843,0,Warehouse1
26133841,1,1153,0,Warehouse1
26133851,1,340,0,Warehouse1
26133852,1,2764,0,Warehouse1
5237773,1,1887,0,Warehouse1
369880,1,172,0,Warehouse1
5233332,1,1807,0,Warehouse1
5163793,1,2654,0,Warehouse1
88780,1,1806,0,Warehouse1
88782,1,2382,0,Warehouse1
5156671,1,2167,0,Warehouse2
8001550,1,2664,0,Warehouse1
540346,1,1626,0,Warehouse1
541487,1,839,0,Warehouse1
541488,1,313,0,Warehouse1
8001605,1,1904,0,Warehouse1
647929,1,2134,0,Warehouse1
647928,1,1646,0,Warehouse1
6501547,1,2180,0,Warehouse1
340379,1,2737,0,Warehouse1
10973989,1,1566,0,Warehouse1
10973988,1,2091,0,Warehouse1
9791660,1,2490,0,Warehouse1
15725550,1,1495,0,Warehouse1
33959,1,185,0,Warehouse1
34615,1,2648,0,Warehouse1
34676,1,2056,0,Warehouse1
88781,1,801,0,Warehouse1
363743,1,624,0,Warehouse1
88773,1,2974,0,Warehouse1
340387,1,1844,0,Warehouse1
271307,1,468,0,Warehouse1
277755,1,1127,0,Warehouse1
340389,1,2184,0,Warehouse1
478391,1,233,0,Warehouse1
471627,1,15,0,Warehouse1
15725701,1,2357,0,Warehouse1
14591858,1,2040,0,Warehouse1
14110721,1,2670,0,Warehouse1
677038,1,1163,0,Warehouse1
1376829,1,1423,0,Warehouse1
1353973,1,1837,0,Warehouse1
6357227,1,828,0,Warehouse1
1595771,1,49,0,Warehouse1
1232236,1,2677,0,Warehouse1
1595756,1,1142,0,Warehouse1
10973957,1,1954,0,Warehouse1
4593781,1,1811,0,Warehouse1
10973958,1,2788,0,Warehouse1
6500587,1,1135,0,Warehouse1
1232233,1,1549,0,Warehouse1
51935,1,1355,0,Warehouse1
6501303,1,226,0,Warehouse1
7978982,1,1039,0,Warehouse1
6500996,1,2850,0,Warehouse1
5849057,1,412,0,Warehouse1
7978972,2,688,0,Warehouse1
5849056,1,1907,0,Warehouse1
7978981,1,1214,0,Warehouse1
8006547,1,1312,0,Warehouse1
7939799,1,1882,0,Warehouse1
7939784,1,58,0,Warehouse1
704288,1,1781,0,Warehouse1
10973991,1,10,0,Warehouse1
11028021,1,2243,0,Warehouse1
11028008,1,2014,0,Warehouse1
8001551,1,25,0,Warehouse1
14083966,1,1600,0,Warehouse1
110361,1,1054,0,Warehouse1
456400,1,2696,0,Warehouse1
848646,1,2764,0,Warehouse1
456394,1,2478,0,Warehouse1
544289,1,1534,0,Warehouse1
107615,1,593,0,Warehouse1
7734034,1,2527,0,Warehouse1
20997673,1,1211,0,Warehouse1
4695801,1,1735,0,Warehouse1
6838992,1,1482,0,Warehouse1
6838991,1,22,0,Warehouse1
124754,1,1524,0,Warehouse1
110360,1,2618,0,Warehouse1
4556401,1,1571,0,Warehouse1
9357600,1,2880,0,Warehouse1
12927149,1,2845,0,Warehouse1
135404,1,2611,0,Warehouse1
266046,1,2731,0,Warehouse1
266077,1,257,0,Warehouse1
352722,1,299,0,Warehouse1
9413764,1,1638,0,Warehouse1
14191252,1,1472,0,Warehouse1
19313773,1,1612,0,Warehouse1
14191254,1,521,0,Warehouse1
14191253,1,1530,0,Warehouse1
1756240,1,393,0,Warehouse1
8969577,1,531,0,Warehouse1
8969576,1,774,0,Warehouse1
5845353,1,2407,0,Warehouse1
4137961,1,557,0,Warehouse1
1929123,1,2374,0,Warehouse1
1985422,1,462,0,Warehouse1
3095089,1,253,0,Warehouse1
4005205,1,2139,0,Warehouse1
17418776,1,2940,0,Warehouse1
11169710,1,1787,0,Warehouse1
15425154,1,2733,0,Warehouse1
5821561,1,2468,0,Warehouse1
918742,1,2999,0,Warehouse1
1212120,1,1468,0,Warehouse1
5845187,1,950,0,Warehouse1
5845354,1,21,0,Warehouse1
5845350,1,2993,0,Warehouse1
5845351,1,569,0,Warehouse1
708868,1,1593,0,Warehouse1
1342108,1,2873,0,Warehouse1
1342098,1,414,0,Warehouse1
1342099,1,1205,0,Warehouse1
1342100,1,2604,0,Warehouse2
1012615,1,672,0,Warehouse1
9357601,1,1504,0,Warehouse1
7821000,1,1243,0,Warehouse1
1985435,1,2144,0,Warehouse1
4005204,1,117,0,Warehouse2
4005203,1,1764,0,Warehouse1
7009302,1,675,0,Warehouse1
1379653,1,510,0,Warehouse1
6626337,1,2295,0,Warehouse2
3598029,1,1449,0,Warehouse1
1986498,1,2917,0,Warehouse1
3598229,1,2853,0,Warehouse1
1342110,1,824,0,Warehouse1
1383736,1,379,0,Warehouse1
5981457,1,106,0,Warehouse1
24771238,1,2964,0,Warehouse1
5782088,1,319,0,Warehouse1
8895670,1,1894,0,Warehouse1
7950497,1,2697,0,Warehouse1
7950493,1,2788,0,Warehouse1
7950529,1,1893,0,Warehouse1
4602144,1,1166,0,Warehouse1
4602729,1,739,0,Warehouse1
4602698,1,1915,0,Warehouse1
14172740,1,1160,0,Warehouse1
