abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
184,17365820,184_17365820,Canon LEGRIA HF G25,Canon LEGRIA HF G25,internal_storage_capacity,8 GB,,,,,,,//icecat.de/en/p/canon/8063b004/camcorders-HF+G25-17365820.html,"Image Stabilization Technology With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. 	Capture those moments you cherish. You will never miss those special moments with the LEGRIA HF R606. Featuring advanced baby mode you can capture footage just before recording starts, to ensure you don’t miss your baby’s first steps. Parents can register up to three children and track their growth over the years. With Intelligent IS and an advanced DIGIC DV4 processor, capture those moments you cherish with the HF R606. Register up to three infants and easily capture and personalize moments as they grow up. The HFR606 will automatically pan out to help you relocate your subject, before zooming in again. ","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
184,17494387,184_17494387,Canon LEGRIA HF G25,Canon LEGRIA HF G25,internal_storage_capacity,16 GB,,,,,,,//icecat.de/en/p/canon/8063b011/camcorders-HF+G25-17494387.html,"Image Stabilization Technology With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. 	Capture those moments you cherish. You will never miss those special moments with the LEGRIA HF R606. Featuring advanced baby mode you can capture footage just before recording starts, to ensure you don’t miss your baby’s first steps. Parents can register up to three children and track their growth over the years. With Intelligent IS and an advanced DIGIC DV4 processor, capture those moments you cherish with the HF R606. Register up to three infants and easily capture and personalize moments as they grow up. The HFR606 will automatically pan out to help you relocate your subject, before zooming in again. ","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
184,17560323,184_17560323,Canon LEGRIA HF G25,Canon LEGRIA HF G25,internal_storage_capacity,32 GB,,,,,,,//icecat.de/en/p/canon/8063b012/camcorders-HF+G25-17560323.html,"Image Stabilization Technology With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. 	Capture those moments you cherish. You will never miss those special moments with the LEGRIA HF R606. Featuring advanced baby mode you can capture footage just before recording starts, to ensure you don’t miss your baby’s first steps. Parents can register up to three children and track their growth over the years. With Intelligent IS and an advanced DIGIC DV4 processor, capture those moments you cherish with the HF R606. Register up to three infants and easily capture and personalize moments as they grow up. The HFR606 will automatically pan out to help you relocate your subject, before zooming in again. ","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
185,25904533,185_25904533,Canon LEGRIA HF R606,Canon LEGRIA HF R606,,,,,,,,,,"Image Stabilization Technology With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. 	Capture those moments you cherish. You will never miss those special moments with the LEGRIA HF R606. Featuring advanced baby mode you can capture footage just before recording starts, to ensure you don’t miss your baby’s first steps. Parents can register up to three children and track their growth over the years. With Intelligent IS and an advanced DIGIC DV4 processor, capture those moments you cherish with the HF R606. With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. The HFR606 will automatically pan out to help you relocate your subject, before zooming in again. Slow motion images can be recorded at a speed down to 1/2x and fast motion images up to 1200x.","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
186,25904506,186_25904506,Canon LEGRIA HF R606,Canon LEGRIA HF R606,,,,,,,,,,"Image Stabilization Technology With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. 	Capture those moments you cherish. You will never miss those special moments with the LEGRIA HF R606. Featuring advanced baby mode you can capture footage just before recording starts, to ensure you don’t miss your baby’s first steps. Parents can register up to three children and track their growth over the years. With Intelligent IS and an advanced DIGIC DV4 processor, capture those moments you cherish with the HF R606. With four types of Intelligent Image Stabilization technology the HF R606 will give you sharp videos every time. The HFR606 will automatically pan out to help you relocate your subject, before zooming in again. Slow motion images can be recorded at a speed down to 1/2x and fast motion images up to 1200x.","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
187,26306352,187_26306352,Ricoh WG-5 GPS,Ricoh WG-5 GPS,,,,,,,,,,"Superior depiction and mobility. Superior image depiction under extreme conditions. The new WG-5 GPS. The camera has superior brightness with the folded optic zoom lens and is equipped with a high-performance 4.0x optical zoom lens of maximum aperture 2.0. Since the lens is bright, the sensitivity is suppressed even when shooting with the same shutter speed and allows recording in high image quality in dark scenes. [Auto Picture Mode] The camera automatically recognizes scenes and sets an optimal shooting mode. You can capture beautiful photos through automatic camera operations.","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
188,26306353,188_26306353,Ricoh WG-5 GPS,Ricoh WG-5 GPS,,,,,,,,,,"Superior depiction and mobility. Superior image depiction under extreme conditions. The new WG-5 GPS. The camera has superior brightness with the folded optic zoom lens and is equipped with a high-performance 4.0x optical zoom lens of maximum aperture 2.0. Since the lens is bright, the sensitivity is suppressed even when shooting with the same shutter speed and allows recording in high image quality in dark scenes. [Auto Picture Mode] The camera automatically recognizes scenes and sets an optimal shooting mode. You can capture beautiful photos through automatic camera operations.","Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
189,30150732,189_30150732,Ricoh Theta,Ricoh Theta,,,,,,,,,,"High-spec model that captures the 360° world in spectacular beauty. Beauty as far as the eye can see, and a breathtaking sense of presence making you feel you are ""right there, right now"". From still images to long movies (max. 25 minutes long), record your memories in a vivid, high resolution 360° world. The new RICOH THETA S gives you even higher quality and performance. RICOH THETA S enables 25 minutes continuous shooting with 30fps.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
190,25111746,190_25111746,Ricoh Theta,Ricoh Theta,,,,,,,,,,"High-spec model that captures the 360° world in spectacular beauty. Beauty as far as the eye can see, and a breathtaking sense of presence making you feel you are ""right there, right now"". From still images to long movies (max. 25 minutes long), record your memories in a vivid, high resolution 360° world. The new RICOH THETA S gives you even higher quality and performance. RICOH THETA S enables 25 minutes continuous shooting with 30fps.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
191,17681791,191_17681791,Samsung F90BN,Samsung F90BN,,,,,,,,,,"High-spec model that captures the 360° world in spectacular beauty. Beauty as far as the eye can see, and a breathtaking sense of presence making you feel you are ""right there, right now"". From still images to long movies (max. 25 minutes long), record your memories in a vivid, high resolution 360° world. The new RICOH THETA S gives you even higher quality and performance. RICOH THETA S enables 25 minutes continuous shooting with 30fps.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
192,17738941,192_17738941,Samsung F90BN,Samsung F90BN,,,,,,,,,,"High-spec model that captures the 360° world in spectacular beauty. Beauty as far as the eye can see, and a breathtaking sense of presence making you feel you are ""right there, right now"". From still images to long movies (max. 25 minutes long), record your memories in a vivid, high resolution 360° world. The new RICOH THETA S gives you even higher quality and performance. RICOH THETA S enables 25 minutes continuous shooting with 30fps.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
193,32124735,193_32124735,Sony FDR-AX40,Sony FDR-AX40,,,,,,,,,,"Friendly features for fascinating movies The top-flight 4K Handycam® makes movies more magical. Balanced Optical SteadyShot™ and Fast Intelligent AF are reassuringly responsive. Surround sound recording enhances natural dimension. High-speed recording, Time-lapse Capture and other effects make movies more expressive. So many of the camcorder’s sophisticated functions are all so user-friendly. Superior image stabilisation lets you shoot steadily throughout the zoom range even as you walk. New mic structure captures sound from five directions with approximately 40% less noise for realistic ambience.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
194,25904145,194_25904145,Sony FDR-AXP33,Sony FDR-AXP33,,,,,,,,,,"Friendly features for fascinating movies The top-flight 4K Handycam® makes movies more magical. Balanced Optical SteadyShot™ and Fast Intelligent AF are reassuringly responsive. Surround sound recording enhances natural dimension. High-speed recording, Time-lapse Capture and other effects make movies more expressive. So many of the camcorder’s sophisticated functions are all so user-friendly. Superior image stabilisation lets you shoot steadily throughout the zoom range even as you walk. New mic structure captures sound from five directions with approximately 40% less noise for realistic ambience.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
195,25904159,195_25904159,Sony FDR-AXP33,Sony FDR-AXP33,,,,,,,,,,"Friendly features for fascinating movies The top-flight 4K Handycam® makes movies more magical. Balanced Optical SteadyShot™ and Fast Intelligent AF are reassuringly responsive. Surround sound recording enhances natural dimension. High-speed recording, Time-lapse Capture and other effects make movies more expressive. So many of the camcorder’s sophisticated functions are all so user-friendly. Superior image stabilisation lets you shoot steadily throughout the zoom range even as you walk. New mic structure captures sound from five directions with approximately 40% less noise for realistic ambience.","Bilder in einer neuen Form erleben und genießen. Fangen Sie Ihren ganz eigenen Eindruck der Umgebung mit einem Tastendruck ein - und zwar einmal rundum 360°. Mit der neuen RICOH THETA S nehmen Sie Fotos und Videos auf und teilen diese per Internet mit der ganzen Welt. Dabei benötigen Sie keinen Computer mehr, um Videodateien zu erstellen. Mit der RICOH THETA S geschieht das direkt mit dem Smartphone oder dem Tablet. Die RICOH THETA S nimmt Bilder oder Videos bis zu 25 Minuten in Full-HD mit 30 B/Sek. im Vollsphärenformat auf. Diese 360° Rundumbilder und Videos können von der RICOH THETA S auf ein Smartphone übertragen und dann ganz einfach in den sozialen Netzwerken geteilt werden oder lokal gespeichert werden. Die neue RICOH THETA S ist mit einem neuen Prozessor ausgestattet, der die Rechenleistung deutlich verbessert. In Verbindung mit dem viermal schnelleren WiFi-Modul sind jetzt Videoaufnahmen bis 25 Minuten möglich, die direkt mit dem Smartphone oder einem Tablet in ein universelles Videoformat konvertiert werden. Gleichzeitig ist der Sensor verbessert, der jetzt mit 14 Megapixel aufzeichnet. Das notwendige Licht wird bei der neuen RICOH THETA S durch das lichtstarke F 2,0 Objektiv geliefert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
