abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,image_big,image_small,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
114,29801891,114_29801891,Lenovo Yoga Tablet 3 ,Lenovo Yoga Tablet 3 ,,,color,Black,color,Schwarz,,,http://icecat.de/en/p/lenovo/za0a0010de/tablets-3+8-29801891.html,http://images.icecat.biz/img/gallery/29801891_9454.jpg,http://images.icecat.biz/img/gallery/29801891_9454.jpg,"IMMERSIVE AUDIO The YOGA Tab 3 8 delivers rich home theater sound that you will not experience on any other tablet. The two integrated front-facing speakers and powerfully immersive Dolby Atmos® sound give louder, clearer and dynamic audio… even without headphones! The YOGA Tab 3 8 keeps going and going with its outstanding battery life. With up to 20 hours on one charge, it’s enough to watch two series of your favorite TV show back to back. Scroll through recipes while you cook, check your social feeds while you eat, and watch movies while you work out. The unique kickstand works in four ways to Stand, Tilt, Hold or even Hang the YOGA Tab 3 8 to a way that suits you.","Fesselndes Klangerlebnis Eine Soundbar mit mehreren Lautsprechern und Dolby Atmos® Cinematic Moving Audio sorgen für fesselnden Sound, der von allen Seiten zu kommen scheint. In Verbindung mit dem brillanten Full HD-Display ist das TAB 2 A10-70 das perfekte Tablet für Gaming und Multimedia. Für hohe Rechenleistung und flüssige Darstellung ist das TAB 2 A10-70 mit einem schnellen 64-Bit-Quad-Core-Prozessor ausgestattet. Der 7.000-mAh-Akku ermöglicht bis zu 10 Stunden unterbrechungsfreien Betrieb. Nutze dein Tablet einen ganzen Tag lang ohne aufzuladen. Das handliche TAB 2 A10-70 ist nicht einmal 9 mm dick. Wähle aus zwei verschiedenen Farben – Pearl White und Midnight Blue – das Modell, das am besten zu deinem Lebensstil passt.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
115,26973306,115_26973306,Samsung Galaxy Tab A SM-T550N,Samsung Galaxy Tab A SM-T550N,,,color,Black,color,Schwarz,,,http://icecat.de/en/p/samsung/sm-t550nzkalux/tablets-SM-T550N-26973306.html,http://images.icecat.biz/img/norm/high/26973306-9812.jpg,http://images.icecat.biz/img/norm/medium/26973306-9812.jpg,"IMMERSIVE AUDIO The YOGA Tab 3 8 delivers rich home theater sound that you will not experience on any other tablet. The two integrated front-facing speakers and powerfully immersive Dolby Atmos® sound give louder, clearer and dynamic audio… even without headphones! The YOGA Tab 3 8 keeps going and going with its outstanding battery life. With up to 20 hours on one charge, it’s enough to watch two series of your favorite TV show back to back. Scroll through recipes while you cook, check your social feeds while you eat, and watch movies while you work out. The unique kickstand works in four ways to Stand, Tilt, Hold or even Hang the YOGA Tab 3 8 to a way that suits you.","Fesselndes Klangerlebnis Eine Soundbar mit mehreren Lautsprechern und Dolby Atmos® Cinematic Moving Audio sorgen für fesselnden Sound, der von allen Seiten zu kommen scheint. In Verbindung mit dem brillanten Full HD-Display ist das TAB 2 A10-70 das perfekte Tablet für Gaming und Multimedia. Für hohe Rechenleistung und flüssige Darstellung ist das TAB 2 A10-70 mit einem schnellen 64-Bit-Quad-Core-Prozessor ausgestattet. Der 7.000-mAh-Akku ermöglicht bis zu 10 Stunden unterbrechungsfreien Betrieb. Nutze dein Tablet einen ganzen Tag lang ohne aufzuladen. Das handliche TAB 2 A10-70 ist nicht einmal 9 mm dick. Wähle aus zwei verschiedenen Farben – Pearl White und Midnight Blue – das Modell, das am besten zu deinem Lebensstil passt.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
115,27253016,115_27253016,Samsung Galaxy Tab A SM-T550N,Samsung Galaxy Tab A SM-T550N,,,color,White,color,Weiß,,,http://icecat.de/en/p/samsung/sm-t550nzwaxez/tablets-SM-T550N-27253016.html,http://images.icecat.biz/img/gallery/27253016_5930.jpg,http://images.icecat.biz/img/norm/medium/26973306-9812.jpg,"IMMERSIVE AUDIO The YOGA Tab 3 8 delivers rich home theater sound that you will not experience on any other tablet. The two integrated front-facing speakers and powerfully immersive Dolby Atmos® sound give louder, clearer and dynamic audio… even without headphones! The YOGA Tab 3 8 keeps going and going with its outstanding battery life. With up to 20 hours on one charge, it’s enough to watch two series of your favorite TV show back to back. Scroll through recipes while you cook, check your social feeds while you eat, and watch movies while you work out. The unique kickstand works in four ways to Stand, Tilt, Hold or even Hang the YOGA Tab 3 8 to a way that suits you.","Fesselndes Klangerlebnis Eine Soundbar mit mehreren Lautsprechern und Dolby Atmos® Cinematic Moving Audio sorgen für fesselnden Sound, der von allen Seiten zu kommen scheint. In Verbindung mit dem brillanten Full HD-Display ist das TAB 2 A10-70 das perfekte Tablet für Gaming und Multimedia. Für hohe Rechenleistung und flüssige Darstellung ist das TAB 2 A10-70 mit einem schnellen 64-Bit-Quad-Core-Prozessor ausgestattet. Der 7.000-mAh-Akku ermöglicht bis zu 10 Stunden unterbrechungsfreien Betrieb. Nutze dein Tablet einen ganzen Tag lang ohne aufzuladen. Das handliche TAB 2 A10-70 ist nicht einmal 9 mm dick. Wähle aus zwei verschiedenen Farben – Pearl White und Midnight Blue – das Modell, das am besten zu deinem Lebensstil passt.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
116,26564922,116_26564922,Samsung Galaxy Tab A SM-T550N 16 GB,Samsung Galaxy Tab A SM-T550N 16 GB,internal_storage_capacity,16 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t550nzka/tablets-SM-T550N-26564922.html,http://images.icecat.biz/img/norm/high/26564922-7780.jpg,http://images.icecat.biz/img/norm/medium/26564922-7780.jpg,"Do Two Things at Once Make the most out of your tablet time with advanced multitasking tools. Easily open two apps side by side so you can flip through your photos while browsing online. Check social media and your social calendar at the same time. With Multi Window™ on the Galaxy Tab A, you can do more, faster. Kids Mode gives parents peace of mind while providing a colorful, engaging place for kids to play. Easily manage what your kids access and how long they spend using it, all while keeping your own documents private. Available for free from Samsung Galaxy Essentials™, Kids Mode keeps your content—and more importantly, your kids— safe and secure. Connecting your Samsung devices is easier than ever. With Samsung SideSync 3.0 and Quick Connect™, you can share content and work effortlessly between your Samsung tablet, smartphone and personal computer.","Schlankes und modernes Design Das 7,5 mm schlanke Gehäuse verleiht dem Samsung Galaxy Tab A (9.7, Wi-Fi) seine leichte Grazilität, die erkennen lässt wie bequem und griffig es in der Hand gehalten werden kann. Auch das Verstauen fällt dadurch leicht und Sie können es überall hin mitnehmen. Zudem überzeugt das Samsung Galaxy Tab A (9.7, Wi-Fi) mit seiner eleganten Form, den abgerundeten Kanten und den metallisch schimmernden Oberflächen. Dieses Design kombiniert für Ihren mobilen Alltag flexible Portabilität mit einer dem Auge schmeichelnden Optik. Gleich zwei integrierte Kameras sorgen beim Samsung Galaxy Tab A (9.7, Wi-Fi) dafür, dass Sie Ihre Erinnerungen als Foto oder Video festhalten können. Die 5 Megapixel-Hauptkamera hat einen Autofokus, der für knackig scharfe Aufnahmen sorgt.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
116,26935356,116_26935356,Samsung Galaxy Tab A SM-T550N 32 GB,Samsung Galaxy Tab A SM-T550N 32 GB,internal_storage_capacity,32 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t550nzkaphn/tablets-SM-T550N-26935356.html,http://images.icecat.biz/img/norm/high/26935356-6244.jpg,http://images.icecat.biz/img/norm/medium/26564922-7780.jpg,"Do Two Things at Once Make the most out of your tablet time with advanced multitasking tools. Easily open two apps side by side so you can flip through your photos while browsing online. Check social media and your social calendar at the same time. With Multi Window™ on the Galaxy Tab A, you can do more, faster. Kids Mode gives parents peace of mind while providing a colorful, engaging place for kids to play. Easily manage what your kids access and how long they spend using it, all while keeping your own documents private. Available for free from Samsung Galaxy Essentials™, Kids Mode keeps your content—and more importantly, your kids— safe and secure. Connecting your Samsung devices is easier than ever. With Samsung SideSync 3.0 and Quick Connect™, you can share content and work effortlessly between your Samsung tablet, smartphone and personal computer.","Schlankes und modernes Design Das 7,5 mm schlanke Gehäuse verleiht dem Samsung Galaxy Tab A (9.7, Wi-Fi) seine leichte Grazilität, die erkennen lässt wie bequem und griffig es in der Hand gehalten werden kann. Auch das Verstauen fällt dadurch leicht und Sie können es überall hin mitnehmen. Zudem überzeugt das Samsung Galaxy Tab A (9.7, Wi-Fi) mit seiner eleganten Form, den abgerundeten Kanten und den metallisch schimmernden Oberflächen. Dieses Design kombiniert für Ihren mobilen Alltag flexible Portabilität mit einer dem Auge schmeichelnden Optik. Gleich zwei integrierte Kameras sorgen beim Samsung Galaxy Tab A (9.7, Wi-Fi) dafür, dass Sie Ihre Erinnerungen als Foto oder Video festhalten können. Die 5 Megapixel-Hauptkamera hat einen Autofokus, der für knackig scharfe Aufnahmen sorgt.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
117,29209306,117_29209306,Samsung Galaxy Tab E SM-T560 8 GB,Samsung Galaxy Tab E SM-T560 8 GB,internal_storage_capacity,8 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t560nzkabtu/tablets-SM-T560-29209306.html,http://images.icecat.biz/img/gallery/29209306_6449.jpg,http://images.icecat.biz/img/gallery/29209306_6449.jpg,"Do Two Things at Once Make the most out of your tablet time with advanced multitasking tools. Easily open two apps side by side so you can flip through your photos while browsing online. Check social media and your social calendar at the same time. With Multi Window™ on the Galaxy Tab A, you can do more, faster. Kids Mode gives parents peace of mind while providing a colorful, engaging place for kids to play. Easily manage what your kids access and how long they spend using it, all while keeping your own documents private. Available for free from Samsung Galaxy Essentials™, Kids Mode keeps your content—and more importantly, your kids— safe and secure. Connecting your Samsung devices is easier than ever. With Samsung SideSync 3.0 and Quick Connect™, you can share content and work effortlessly between your Samsung tablet, smartphone and personal computer.","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
117,29381409,117_29381409,Samsung Galaxy Tab E SM-T560 16 GB,Samsung Galaxy Tab E SM-T560 16 GB,internal_storage_capacity,16 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t560nzkaphn/tablets-SM-T560-29381409.html,http://images.icecat.biz/img/gallery/29381409_6902.jpg,http://images.icecat.biz/img/gallery/29209306_6449.jpg,"Do Two Things at Once Make the most out of your tablet time with advanced multitasking tools. Easily open two apps side by side so you can flip through your photos while browsing online. Check social media and your social calendar at the same time. With Multi Window™ on the Galaxy Tab A, you can do more, faster. Kids Mode gives parents peace of mind while providing a colorful, engaging place for kids to play. Easily manage what your kids access and how long they spend using it, all while keeping your own documents private. Available for free from Samsung Galaxy Essentials™, Kids Mode keeps your content—and more importantly, your kids— safe and secure. Connecting your Samsung devices is easier than ever. With Samsung SideSync 3.0 and Quick Connect™, you can share content and work effortlessly between your Samsung tablet, smartphone and personal computer.","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
117,29536449,117_29536449,Samsung Galaxy Tab E SM-T560 32 GB,Samsung Galaxy Tab E SM-T560 32 GB,internal_storage_capacity,32 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t560nzka/tablets-SM-T560-29536449.html,http://images.icecat.biz/img/gallery/29536449_8460.jpg,http://images.icecat.biz/img/gallery/29209306_6449.jpg,"Do Two Things at Once Make the most out of your tablet time with advanced multitasking tools. Easily open two apps side by side so you can flip through your photos while browsing online. Check social media and your social calendar at the same time. With Multi Window™ on the Galaxy Tab A, you can do more, faster. Kids Mode gives parents peace of mind while providing a colorful, engaging place for kids to play. Easily manage what your kids access and how long they spend using it, all while keeping your own documents private. Available for free from Samsung Galaxy Essentials™, Kids Mode keeps your content—and more importantly, your kids— safe and secure. Connecting your Samsung devices is easier than ever. With Samsung SideSync 3.0 and Quick Connect™, you can share content and work effortlessly between your Samsung tablet, smartphone and personal computer.","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
118,24867659,118_24867659,Samsung Galaxy Tab Active 8.0 8 GB,Samsung Galaxy Tab Active 8.0,internal_storage_capacity,8 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t365nngabtu/tablets-8.0-24867659.html,http://images.icecat.biz/img/norm/high/24867659-4916.jpg,http://images.icecat.biz/img/norm/medium/24867659-4916.jpg,"Water and Dust Resistance (IP67) Keep working continuously in virtually any environment with IP67 environmental sealing that protects against damage from water and dust. Gain toughness and stability without sacrificing a premium design with 9.75-mm thickness(without cover) and a 393-gram light weight with rugged reinforcement. Don’t worry about drops or impacts in active business environments. With its included cover, Samsung Galaxy Tab Active is designed to handle drops of up to 1.2 meters with protective cover (3.9 feet). Save time on communications and work process management with easy NFC device pairing and tag reading. A 3.1-megapixel (MP) Auto Focus (AF) camera with a Flash feature enables easy, efficient barcode scanning to facilitate communication and workflow.	","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
118,24422865,118_24422865,Samsung Galaxy Tab Active 8.0 16 GB,Samsung Galaxy Tab Active 8.0,internal_storage_capacity,16 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t365nnga/tablets-8806086421799-Samsung-Galaxy-Tab-Active-8-0-16GB-3G-4G-Titanium-24422865.html,http://images.icecat.biz/img/norm/high/24422865-7992.jpg,http://images.icecat.biz/img/norm/medium/24867659-4916.jpg,"Water and Dust Resistance (IP67) Keep working continuously in virtually any environment with IP67 environmental sealing that protects against damage from water and dust. Gain toughness and stability without sacrificing a premium design with 9.75-mm thickness(without cover) and a 393-gram light weight with rugged reinforcement. Don’t worry about drops or impacts in active business environments. With its included cover, Samsung Galaxy Tab Active is designed to handle drops of up to 1.2 meters with protective cover (3.9 feet). Save time on communications and work process management with easy NFC device pairing and tag reading. A 3.1-megapixel (MP) Auto Focus (AF) camera with a Flash feature enables easy, efficient barcode scanning to facilitate communication and workflow.	","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
118,25913296,118_25913296,Samsung Galaxy Tab Active 8.0 32 GB,Samsung Galaxy Tab Active 8.0,internal_storage_capacity,32 GB,,,,,,,http://icecat.de/en/p/samsung/sm-t365nngaxez/tablets-8806086550444-Samsung-Galaxy-Tab-Active-SM-T365-16GB-3G-4G-Titanium-25913296.html,http://images.icecat.biz/img/norm/high/25913296-1760.jpg,http://images.icecat.biz/img/norm/medium/24867659-4916.jpg,"Water and Dust Resistance (IP67) Keep working continuously in virtually any environment with IP67 environmental sealing that protects against damage from water and dust. Gain toughness and stability without sacrificing a premium design with 9.75-mm thickness(without cover) and a 393-gram light weight with rugged reinforcement. Don’t worry about drops or impacts in active business environments. With its included cover, Samsung Galaxy Tab Active is designed to handle drops of up to 1.2 meters with protective cover (3.9 feet). Save time on communications and work process management with easy NFC device pairing and tag reading. A 3.1-megapixel (MP) Auto Focus (AF) camera with a Flash feature enables easy, efficient barcode scanning to facilitate communication and workflow.	","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
119,29658415,119_29658415,Samsung Galaxy Tab S2 SM-T715,Samsung Galaxy Tab S2 SM-T715,,,color,Gold,color,Gold,,,http://icecat.de/en/p/samsung/sm-t715nzdeitv/tablets-SM-T715-29658415.html,http://images.icecat.biz/img/gallery/29658415_0865.jpg,http://images.icecat.biz/img/gallery/29658415_0865.jpg,"Enjoy greater flexibility  ...than ever before with the Galaxy Tab S2. Remarkably slim and ultra-lightweight, use this device to take your e-books, photos, videos and work-related files with you wherever you need to go. The Galaxy Tab S2’s 4:3 ratio display is optimised for magazine reading and web use. Switch to Reading Mode to adjust screen brightness and change wallpaper - create an ideal eBook reading environment designed to reduce the strain on your eyes. Get greater security with convenient and accurate fingerprint functionality. Activate fingerprint lock by pressing the home button. Use fingerprint verification to restrict / allow access to your web browser, screen lock mode and your Samsung account.	","Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
